time,pos_x,pos_y
59,0.105602361261845,0.461585789918899
142,-0.045352555811405,-0.00578919891268
136,-0.069201186299324,0.001819405588321
53,-0.188713937997818,0.848989129066467
152,-0.090339377522469,0.393455386161804
121,-0.016595650464296,0.069578230381012
186,-0.01247501373291,-0.001211025752127
35,0.047150611877442,1.10074162483215
82,-0.206060171127319,0.330159485340118
246,-0.108035184442997,-0.004443767014891
7,0.043909452855587,1.46605658531189
70,0.075414180755615,0.450351983308792
40,-0.033253289759159,0.683723390102387
97,0.155672550201416,0.315624624490738
149,-0.001284599304199,-0.004458072129637
163,0.030122185125947,-0.000589575793128
125,0.064315989613533,0.033818017691374
42,0.244224265217781,0.798119246959686
10,0.053554821759462,1.35062372684479
29,0.050937842577696,1.22219371795654
122,0.067440129816532,0.799556076526642
227,-0.070386983454228,-0.009594287723303
145,-0.052828408777714,-0.000412120833062
76,0.106399916112423,0.338355958461761
115,-0.056024454534054,0.004272482357919
56,-0.269084602594376,0.713841259479523
136,0.014423942193389,0.013040623627603
17,0.077062986791134,1.16806328296661
27,-0.009068107232451,1.44005465507507
119,-0.050794888287783,0.02398131787777
206,0.020287990570068,-0.001025702920742
34,-0.115395545959473,1.26735889911652
126,0.060506153851748,0.009976932778955
94,0.017954636365175,0.177450805902481
127,0.060346126556397,0.010312137193978
61,0.102620124816895,0.563418328762054
144,-0.053163431584835,-0.000445022596978
163,0.030300140380859,-0.000773003092036
80,-0.117782786488533,0.490706354379654
113,-0.152070611715317,0.10271281003952
19,-0.009168433956802,1.14253294467926
58,0.005029582884163,1.08500730991364
284,-0.064826294779778,-0.000400104530854
104,-0.24922713637352,0.862965047359467
237,0.006387615110725,-0.001064147916622
43,0.069961547851563,0.848581969738007
6,-0.021037388592959,1.46025371551514
213,-0.002385902451351,-0.000710704305675
201,-0.009428119286895,-0.000861623266246
20,-0.052860449999571,1.22069323062897
131,-0.092679500579834,0.027050266042352
152,0.033936880528927,-0.001886584796011
164,-0.115687467157841,0.357546269893646
32,0.104568004608154,0.877901911735535
13,0.02062120474875,1.28848385810852
31,-0.12476110458374,1.19902443885803
68,0.262616246938705,0.457985281944275
136,-0.000226783755352,-0.003745892085135
194,0.042316246777773,-0.000904860498849
162,-0.005538177676499,-0.000833549478557
115,-0.176894471049309,0.183496937155724
131,-0.045451354235411,-0.001057102694176
77,-0.154291152954102,0.282084584236145
102,-0.164315417408943,0.204016909003258
141,-0.053620625287294,-0.001161208143458
58,-0.157804876565933,0.486319124698639
18,-0.110777474939823,1.150914311409
81,-0.270627647638321,0.663922011852264
70,-0.365939527750015,1.19040870666504
186,-0.017079066485167,-0.001362731447443
63,0.204818055033684,0.335357964038849
139,0.078122332692146,0.037746414542198
121,0.084965035319328,0.901235997676849
133,0.099224761128426,0.048380549997091
115,0.091765686869621,0.063677370548248
185,0.030262183398008,-0.001355936517939
160,-0.013700008392334,-0.002675976837054
117,0.053969860076904,0.050373252481222
